,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,connected 2-in-a-row drop rate,unconnected 2-in-a-row drop rate,3-in-a-row drop rate,4-in-a-row drop rate,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1221,3.0,0.01,0.015,0.75578,0.8,0.52698,0.4,2.5,15.0,0.2,0.2,0.2,0.2,2.61419,Type-dependent dropping,time pressure,2,2,,10.0
1222,4.2222,0.014293,0.03,0.25,0.4,1.1853,0.21667,3.2306,10.0,0.25096,0.11667,0.2,0.2,2.5317700000000003,Type-dependent dropping,time pressure,2,3,,10.0
1223,4.0683,0.012648,0.054678,1.0212,0.57983,0.42933,0.14099,3.7614,13.043,0.10215,0.10215,0.4098,0.26629,2.56894,Type-dependent dropping,time pressure,2,4,,10.0
1224,0.1,0.004,0.062164,0.36111,0.54578,1.0,0.69077,3.5,15.0,0.2,0.2,0.2,0.17549,2.21162,Type-dependent dropping,time pressure,2,5,,10.0
1225,5.033,0.41262,0.02,0.63541,1.025,0.63333,0.1375,2.1753,13.0,0.3,0.32467,0.3,0.3,2.23602,Type-dependent dropping,time pressure,2,1,,20.0
1226,0.1,0.01,0.02,0.5,0.8,0.56904,0.4,2.5,15.0,0.18843,0.2,0.3,0.2,2.67425,Type-dependent dropping,time pressure,2,2,,20.0
1227,10.0,0.01,0.027131,0.82893,1.0667,0.49552,0.3,2.5,15.0,0.40399,0.26585,0.20199,0.20063,2.8629100000000003,Type-dependent dropping,time pressure,2,3,,20.0
1228,7.7292,0.0099999,0.017149,1.0701,0.74764,0.7296,0.66667,1.5786,7.7542,0.2,0.25354,0.2,0.1085,2.44313,Type-dependent dropping,time pressure,2,4,,20.0
1229,5.017,0.009896,0.020115,1.5483,0.8052,0.44352,1.0043,2.4899,14.954,0.22109,0.19769,0.26031,0.19769,2.89194,Type-dependent dropping,time pressure,2,5,,20.0
1230,3.0,0.01,0.02,1.0,0.8,0.85858,0.3,3.5,8.161,0.2,0.2,0.3,0.2,2.0933200000000003,Type-dependent dropping,time pressure,3,1,,5.0
1231,4.5,0.01,0.01,1.0,0.54769,0.78476,0.48889,5.6667,15.0,0.16667,0.2,0.21904,0.2,2.13955,Type-dependent dropping,time pressure,3,2,,5.0
1232,3.0,0.005,0.03,0.25,0.8,1.3333,0.5,5.0,15.0,0.2,0.25,0.26667,0.2,1.8689299999999995,Type-dependent dropping,time pressure,3,3,,5.0
1233,3.0,0.01,0.02,1.0,0.8,1.0,0.3,2.5,15.0,0.2,0.2,0.2,0.2,1.8846500000000002,Type-dependent dropping,time pressure,3,4,,5.0
1234,10.0,0.0099998,0.015,0.99999,0.79999,0.99999,0.59999,5.0,15.0,0.29999,0.2,0.2,0.2,2.17531,Type-dependent dropping,time pressure,3,5,,5.0
1235,9.9999,0.01,0.01,0.375,0.61388,1.3333,0.3,3.5,5.7561,0.2,0.2,0.27201,0.2,2.0041599999999997,Type-dependent dropping,time pressure,3,1,,10.0
1236,1.7676,0.001,0.016667,0.48313,0.4,1.1111,0.24853,2.5,15.0,0.1,0.28407,0.2,0.2,2.1358800000000002,Type-dependent dropping,time pressure,3,2,,10.0
1237,4.9033,0.0098615,0.022061,0.99383,0.06391,1.113,0.49512,2.7778,15.0,0.33099,0.1963,0.23128,0.22222,1.8670499999999997,Type-dependent dropping,time pressure,3,3,,10.0
1238,2.4359,0.015591,0.017476,0.96215,0.3788,1.0017,0.15664,3.0893,12.764,0.19454,0.16181,0.19978,0.20023,2.18781,Type-dependent dropping,time pressure,3,4,,10.0
1239,2.5718,0.007749,0.016283,0.37618,0.35998,1.2476,0.13903,3.5032,11.362,0.12397,0.24921,0.12516,0.10094,2.5723200000000004,Type-dependent dropping,time pressure,3,5,,10.0
1240,9.3333,0.001,0.020191,1.0,0.4,0.94504,0.4,2.5,15.0,0.18889,0.2,0.21525,0.18889,1.6485600000000002,Type-dependent dropping,time pressure,3,1,,20.0
1241,4.0328,0.004,0.02,0.89412,0.8,0.24363,0.3,2.7343,6.6863,0.2,0.16667,0.2,0.17602,1.79046,Type-dependent dropping,time pressure,3,2,,20.0
1242,7.3603,0.0075,0.01,0.25,0.64627,1.2967,0.3,3.5,15.0,0.033333,0.2,0.2,0.29326,2.04318,Type-dependent dropping,time pressure,3,3,,20.0
1243,10.0,0.0052844,0.01,0.41476,0.77344,1.0999,0.88674,2.5043,17.518,0.20529,0.13049,0.20732,0.19914,1.4808600000000003,Type-dependent dropping,time pressure,3,4,,20.0
1244,7.0,0.001,0.02,1.0,0.36351,0.78543,0.3,2.5,15.0,0.2,0.2,0.23195,0.2,2.0455200000000002,Type-dependent dropping,time pressure,3,5,,20.0
1245,3.0,0.001,0.022261,0.97622,0.8,1.0,0.3,2.5,30.0,0.22157,0.16667,0.2,0.14535,1.4835999999999998,Type-dependent dropping,time pressure,4,1,,5.0
1246,1.2068,0.0059588,0.01,0.66671,0.97784,1.3063,0.17829,3.7776,14.444,0.19998,0.19067,0.19998,0.20002,2.02557,Type-dependent dropping,time pressure,4,2,,5.0
1247,3.0,0.001,0.01,1.0,0.8,1.0,0.0,2.5,15.0,0.2,0.2,0.2,0.2,1.7749099999999998,Type-dependent dropping,time pressure,4,3,,5.0
1248,2.8836,0.001,0.01,1.0,0.93767,1.3087,0.27573,2.5,16.667,0.20204,0.16342,0.2,0.2,1.70941,Type-dependent dropping,time pressure,4,4,,5.0
1249,3.1182,0.001,0.01,0.93324,1.0667,1.1814,0.4,3.3333,9.4148,0.2,0.2,0.2,0.2,1.98156,Type-dependent dropping,time pressure,4,5,,5.0
1250,5.275,0.01,0.02,0.94082,1.0667,1.0,0.3,2.5,15.0,0.2,0.2,0.2,0.27912,1.6371099999999998,Type-dependent dropping,time pressure,4,1,,10.0
1251,4.892,0.0047456,0.019938,0.99729,0.9969,0.9969,0.29799,2.5054,15.025,0.19876,0.19876,0.20124,0.19876,2.17963,Type-dependent dropping,time pressure,4,2,,10.0
1252,5.0,0.0070282,0.017163,1.0,1.1362,1.2819,0.36111,3.3333,15.0,0.1,0.16667,0.2,0.2,1.35006,Type-dependent dropping,time pressure,4,3,,10.0
1253,7.0,0.011667,0.015,1.0,1.2734,1.1457,0.0,3.3333,7.7992,0.2,0.23876,0.2,0.3,1.8848200000000002,Type-dependent dropping,time pressure,4,4,,10.0
1254,3.0556,0.005,0.02,0.57644,1.1003,1.5,0.3,2.5,20.0,0.26667,0.18391,0.16667,0.23333,1.7041700000000002,Type-dependent dropping,time pressure,4,5,,10.0
1255,3.5,0.001,0.06,0.80895,0.8,1.0,0.3,2.5,15.0,0.0,0.2,0.16667,0.2,1.39407,Type-dependent dropping,time pressure,4,1,,20.0
1256,3.0023,0.005,0.018333,0.99999,1.3333,0.99999,0.3,2.5,13.333,0.2,0.2,0.2,0.2,1.78034,Type-dependent dropping,time pressure,4,2,,20.0
1257,3.6908,0.001,0.01,0.35968,0.8,1.6405,0.23656,3.3647,15.0,0.1484,0.1895,0.19876,0.17841,1.7376099999999997,Type-dependent dropping,time pressure,4,3,,20.0
1258,2.8428,0.0029245,0.01,0.66821,1.3333,1.4125,0.17119,3.6317,8.4663,0.2,0.2,0.2,0.2,1.8366600000000002,Type-dependent dropping,time pressure,4,4,,20.0
1259,7.0,0.01,0.02,1.0,0.8,1.0,0.3,2.5,15.0,0.2,0.2,0.2,0.2,1.68493,Type-dependent dropping,time pressure,4,5,,20.0
1260,5.3377,0.005,0.01,1.0,0.38963,1.0,0.3,3.3333,15.0,0.2,0.2,0.2,0.3,1.9644599999999997,Type-dependent dropping,time pressure,5,1,,5.0
1261,3.55,0.005,0.01,1.0,0.28889,1.0667,0.21979,2.825,15.0,0.2,0.2,0.16667,0.2,2.5423199999999997,Type-dependent dropping,time pressure,5,2,,5.0
1262,6.0446,0.001,0.045,1.0,0.4,0.8,0.3,2.5,15.0,0.1,0.56676,0.2,0.2,2.09753,Type-dependent dropping,time pressure,5,3,,5.0
1263,2.8389,0.001,0.04,1.0,0.45205,1.0,0.3,2.5,15.0,0.28533,0.3,0.24957,0.2,1.66438,Type-dependent dropping,time pressure,5,4,,5.0
1264,4.2767,0.002,0.02,0.80151,0.4,1.1222,0.6,2.5,15.0,0.16667,0.2,0.2,0.2,1.97563,Type-dependent dropping,time pressure,5,5,,5.0
1265,3.0,0.011667,0.028537,0.71872,0.4,1.0,0.3,3.5,15.0,0.16667,0.2,0.2,0.2,1.93141,Type-dependent dropping,time pressure,5,1,,10.0
1266,3.0,0.001,0.02,1.0,0.28556,1.114,0.3,2.5,10.0,0.2,0.21563,0.2,0.16659,2.17063,Type-dependent dropping,time pressure,5,2,,10.0
1267,3.0,0.0047437,0.02,0.45833,0.4,1.1475,0.3,2.8357,20.0,0.2,0.2,0.2,0.2,2.1367000000000003,Type-dependent dropping,time pressure,5,3,,10.0
1268,2.5528,0.0051481,0.019913,0.99614,0.45367,1.0185,0.28796,2.5324,15.148,0.19259,0.21082,0.19259,0.1037,2.1402200000000002,Type-dependent dropping,time pressure,5,4,,10.0
1269,0.24788,0.014691,0.03,0.5,0.38756,1.2725,0.32006,3.3333,20.0,0.15741,0.2,0.16667,0.25429,2.0071900000000005,Type-dependent dropping,time pressure,5,5,,10.0
1270,3.4524,0.001,0.011111,0.99999,0.30272,1.0,0.6,3.3333,15.0,0.2,0.43481,0.2,0.2,2.4130200000000004,Type-dependent dropping,time pressure,5,1,,20.0
1271,2.315,0.02,0.02,1.0,-0.45056,1.0401,0.4,2.5,5.8113,0.16667,0.2,0.0,0.3,1.8529699999999998,Type-dependent dropping,time pressure,5,2,,20.0
1272,2.0333,0.001,0.03,1.0555,0.27226,1.0,0.0,3.3333,15.0,0.1,0.2,0.2,0.2,2.9854200000000004,Type-dependent dropping,time pressure,5,3,,20.0
1273,3.0,0.01,0.02,0.95833,0.42366,1.0,0.3,2.5,20.0,0.2,0.0,0.26097,0.16667,2.0083200000000003,Type-dependent dropping,time pressure,5,4,,20.0
1274,1.5078,0.0085285,0.022157,0.55085,-0.25241,1.5884,0.42808,4.6694,15.225,0.13406,0.21408,0.20383,0.23746,2.1906399999999997,Type-dependent dropping,time pressure,5,5,,20.0
1275,0.1,0.0055,0.01,0.4375,0.76271,1.1792,0.21875,5.2188,22.505,0.15833,0.15,0.15,0.26902,1.6082999999999998,Type-dependent dropping,time pressure,6,1,,5.0
1276,5.0,0.001,0.02,0.875,0.8,1.0,0.3,2.5,15.0,0.2,0.2444,0.2,0.2,2.01771,Type-dependent dropping,time pressure,6,2,,5.0
1277,0.1,0.0057118,0.032039,0.50577,0.67108,1.1244,0.27391,3.4315,14.592,0.17961,0.17623,0.1991,0.1102,1.9430200000000002,Type-dependent dropping,time pressure,6,3,,5.0
1278,1.5474,0.001,0.010849,0.25,0.93006,1.5172,-0.15165,3.4044,19.134,0.0,0.0,0.0,0.0,1.53206,Type-dependent dropping,time pressure,6,4,,5.0
1279,1.3518,0.0072667,0.02,0.5,0.8,1.5947,0.12474,5.0,15.0,0.2,0.2,0.17792,0.0,1.6382999999999999,Type-dependent dropping,time pressure,6,5,,5.0
1280,4.9482,0.0012912,0.01,1.0545,0.61588,0.80617,0.19555,2.7872,10.736,0.20274,0.20274,0.18052,0.29644,1.4805,Type-dependent dropping,time pressure,6,1,,10.0
1281,7.0,0.005,0.02,0.55347,0.8,1.0,0.6,5.564,30.0,0.2,0.27084,0.2,0.2,2.0687900000000004,Type-dependent dropping,time pressure,6,2,,10.0
1282,5.0,0.001,0.02,0.25,0.99999,1.0,-0.52167,3.7792,13.333,0.2,0.2,0.2,0.2,1.50963,Type-dependent dropping,time pressure,6,3,,10.0
1283,3.0,0.0022304,0.035,0.64745,0.62539,1.0,0.11111,2.9883,15.0,0.2,0.2,0.17869,0.1963,1.79949,Type-dependent dropping,time pressure,6,4,,10.0
1284,1.561,0.004355,0.026581,0.52077,0.42319,1.4586,0.32094,3.8075,21.467,0.20009,0.14541,0.0,0.27165,1.53668,Type-dependent dropping,time pressure,6,5,,10.0
1285,5.0,0.01,0.02,1.0,0.62607,1.3333,0.3,5.0,6.7703,0.19277,0.2,0.2,0.2,1.9437099999999998,Type-dependent dropping,time pressure,6,1,,20.0
1286,1.2155,0.01288,0.01976,0.25,0.58265,1.0164,0.32507,5.355,15.035,0.021136,0.1742,0.11728,0.20024,2.21653,Type-dependent dropping,time pressure,6,2,,20.0
1287,3.8606,0.01,0.02,0.25,0.72417,1.4245,0.3,5.0,-57.942,0.16667,0.2,0.2,0.2,2.1902,Type-dependent dropping,time pressure,6,3,,20.0
1288,3.632,0.001,0.035,1.0,0.8,0.76591,0.3,3.2415,15.0,0.21253,0.2,0.2,0.4,2.09992,Type-dependent dropping,time pressure,6,4,,20.0
1289,4.471,0.0092033,0.018903,1.0,0.56662,0.92278,0.33333,3.6656,20.662,0.26667,0.21111,0.2,0.2,1.95865,Type-dependent dropping,time pressure,6,5,,20.0
1290,6.1576,0.0125,0.015099,1.7012,-0.04825,0.80199,0.3,2.5,14.0,0.16667,0.15926,0.19753,0.15926,2.30344,Type-dependent dropping,time pressure,7,1,,5.0
1291,5.6679,0.0081705,0.036941,1.0226,0.32581,0.58087,0.94532,3.3333,12.778,0.16417,0.2,0.18161,0.25,2.18707,Type-dependent dropping,time pressure,7,2,,5.0
1292,6.4352,0.01,0.018316,2.0522,0.55019,0.45874,0.92481,2.5,12.092,0.4,0.027778,0.2,0.17778,2.2200599999999997,Type-dependent dropping,time pressure,7,3,,5.0
1293,4.9871,0.001,0.015044,1.1705,0.49868,0.042772,0.29715,3.5099,14.965,0.19951,0.26162,0.28054,0.19824,2.21408,Type-dependent dropping,time pressure,7,4,,5.0
1294,3.0,0.0084999,0.02,1.0,0.44825,0.5521,0.3,2.5,9.5272,0.3,0.3,0.19045,0.2,2.3576400000000004,Type-dependent dropping,time pressure,7,5,,5.0
1295,1.7536,0.001,0.01,0.25,0.60459,1.0,0.4,5.0,15.0,0.2,0.0,0.4,0.19846,2.5851499999999996,Type-dependent dropping,time pressure,7,1,,10.0
1296,5.2344,0.0054485,0.02144,1.0278,0.49086,0.93903,1.3662,4.6372,6.831,0.23568,0.17492,0.21661,0.18975,2.4960100000000005,Type-dependent dropping,time pressure,7,2,,10.0
1297,5.0437,0.02037,0.026667,0.99584,0.8,1.1079,2.0887,2.5,16.667,0.2,0.64763,0.16667,0.21892,2.0486,Type-dependent dropping,time pressure,7,3,,10.0
1298,5.2943,0.020186,0.023524,1.1978,0.62612,0.8807,0.60318,2.7685,9.7556,0.19938,0.18469,0.19804,0.19841,2.1698899999999997,Type-dependent dropping,time pressure,7,4,,10.0
1299,3.3031,0.0062451,0.023113,0.90441,0.65993,0.62066,1.1166,2.7724,10.109,0.20674,0.19157,0.22684,0.1956,2.16532,Type-dependent dropping,time pressure,7,5,,10.0
1300,5.0,0.001,0.02,1.0,0.26727,0.8,0.55556,2.5,9.6511,0.2,0.1,0.2,0.2,2.4945399999999998,Type-dependent dropping,time pressure,7,1,,20.0
1301,6.4279,0.010013,0.020014,0.99936,0.79935,0.99928,0.39953,3.3321,14.994,0.19991,0.21142,0.19976,0.19972,2.80539,Type-dependent dropping,time pressure,7,2,,20.0
1302,5.0,0.01,0.01,1.0,0.4,1.0,1.3439,3.5,15.0,0.2,0.2,0.2,0.2,1.9298300000000002,Type-dependent dropping,time pressure,7,3,,20.0
1303,2.9881,0.020691,0.020016,0.97279,0.70183,0.8112,0.32755,2.4541,17.234,0.29573,0.19723,0.19953,0.22279,2.12481,Type-dependent dropping,time pressure,7,4,,20.0
1304,1.0645,0.0094831,0.019977,0.48643,0.44972,1.0347,0.90961,4.0801,14.991,0.20045,0.23386,0.19001,0.0,2.20809,Type-dependent dropping,time pressure,7,5,,20.0
1305,7.1726,0.02,0.01,0.91667,0.62067,0.53665,0.31503,2.5,2.3651,0.20028,0.24337,0.2556,0.21532,2.4359200000000003,Type-dependent dropping,time pressure,8,1,,5.0
1306,8.5272,0.014215,0.02053,0.88468,0.80594,0.52627,0.5323,3.564,12.501,0.29883,0.14244,0.25272,0.25272,2.65879,Type-dependent dropping,time pressure,8,2,,5.0
1307,5.0,0.0093804,0.02,1.1335,0.8,0.59549,0.3,2.5,15.0,0.3,0.2,0.23691,0.4,2.58953,Type-dependent dropping,time pressure,8,3,,5.0
1308,5.0037,0.010175,0.01,0.98234,0.79886,0.048549,0.39918,2.2445,13.34,0.2005,0.099748,0.26623,0.1995,2.39964,Type-dependent dropping,time pressure,8,4,,5.0
1309,5.0,0.01,0.022098,0.9864,0.8,0.76031,0.27822,2.5,20.99,0.2,0.21111,0.2,0.26609,2.52943,Type-dependent dropping,time pressure,8,5,,5.0
1310,2.7747,0.021381,0.020386,1.0004,0.4241,0.1194,0.34036,2.1989,12.596,0.19977,0.20023,0.18637,0.1836,2.4607400000000004,Type-dependent dropping,time pressure,8,1,,10.0
1311,5.3171,0.02,0.015,1.0044,0.5054,0.51323,0.6,2.5,30.0,0.2,0.16667,0.2,0.2,2.4354899999999997,Type-dependent dropping,time pressure,8,2,,10.0
1312,7.1709,0.020209,0.06165,1.004,0.6714,0.36007,0.33437,5.5453,82.302,0.19774,0.23375,0.21976,0.26472,2.85092,Type-dependent dropping,time pressure,8,3,,10.0
1313,5.0,0.02,0.03,1.61,0.4,0.045379,0.25653,2.5,11.472,0.3,0.16667,0.2,0.2,2.67082,Type-dependent dropping,time pressure,8,4,,10.0
1314,5.0,0.01376,0.023333,1.064,0.31897,0.2764,0.55555,3.5,10.0,0.2,0.2,0.2,0.2,2.69752,Type-dependent dropping,time pressure,8,5,,10.0
1315,5.0,0.0084926,0.02185,2.0,0.4097,0.22554,0.3,2.5,30.0,0.2,0.2,0.2,0.19264,2.3164300000000004,Type-dependent dropping,time pressure,8,1,,20.0
1316,5.575,0.01,0.033419,1.1499,0.4,0.58694,0.4,5.0,15.0,0.3,0.2,0.2,0.2,2.5196300000000003,Type-dependent dropping,time pressure,8,2,,20.0
1317,7.2297,0.0036161,0.02346,1.1317,0.27228,-0.0022017,0.41244,5.552,16.953,0.23873,0.14186,0.31022,0.26919,2.58739,Type-dependent dropping,time pressure,8,3,,20.0
1318,5.7489,0.0050954,0.017425,1.1458,0.22029,0.22671,2.4586e-05,3.6007,29.934,0.2014,0.22364,0.19506,0.19845,2.04029,Type-dependent dropping,time pressure,8,4,,20.0
1319,8.5421,0.0085469,0.022901,1.9589,0.66997,0.57254,0.39816,4.3631,18.749,0.36954,0.2062,0.42992,0.2021,2.4454599999999997,Type-dependent dropping,time pressure,8,5,,20.0
1320,2.7007,0.001,0.02,1.0,0.8,0.63086,0.4,2.5,15.0,0.2,0.2,0.2,0.2,2.4275600000000006,Type-dependent dropping,time pressure,9,1,,5.0
1321,5.275,0.01,0.02,0.85058,0.8,0.87468,1.4054,3.5,30.0,0.2,0.2,0.2,0.2,2.04908,Type-dependent dropping,time pressure,9,2,,5.0
1322,6.9998,0.0099986,0.019998,0.48895,0.79993,0.66528,0.66673,5.0001,30.001,0.17727,0.20003,0.27502,0.16669,2.14127,Type-dependent dropping,time pressure,9,3,,5.0
1323,4.5496,0.001,0.04071,1.0,0.6985,0.80322,0.3,2.5,15.0,0.21894,0.2,0.20397,0.26667,3.0484100000000005,Type-dependent dropping,time pressure,9,4,,5.0
1324,5.0,0.001,0.023333,0.33251,0.8,1.0,0.4,2.5,30.0,0.2,0.2,0.2,0.2,1.48845,Type-dependent dropping,time pressure,9,5,,5.0
1325,5.9748,0.001,0.038808,0.79476,0.575,1.2107,0.12726,2.9375,11.375,0.2415,0.094444,0.15,0.33095,2.65524,Type-dependent dropping,time pressure,9,1,,10.0
1326,4.8629,0.0049051,0.02,0.25,0.8,1.2419,0.4,4.6667,26.667,0.25819,0.0,0.2,0.21642,2.4060500000000005,Type-dependent dropping,time pressure,9,2,,10.0
1327,5.0,0.0071026,0.02,1.0,0.8,0.76294,0.3,2.5,22.222,0.2247,0.2,0.15863,0.2,2.0488999999999997,Type-dependent dropping,time pressure,9,3,,10.0
1328,3.6451,0.0047389,0.019164,0.49986,0.96064,0.78109,0.35988,3.3844,15.008,0.19962,0.18072,0.19962,0.19316,2.20836,Type-dependent dropping,time pressure,9,4,,10.0
1329,5.0,0.01,0.02,1.0,0.8,1.0,0.6,3.5,23.631,0.2,0.2,0.2,0.2,1.70595,Type-dependent dropping,time pressure,9,5,,10.0
1330,10.0,0.0071021,0.01,0.375,0.69853,1.3333,0.15808,2.5,15.0,0.2,0.3,0.1,0.2,2.00584,Type-dependent dropping,time pressure,9,1,,20.0
1331,5.0,0.0094187,0.029743,0.99999,0.8,0.8,0.3,2.9161,19.806,0.2,0.10933,0.2,0.2,1.77593,Type-dependent dropping,time pressure,9,2,,20.0
1332,3.0,0.001,0.04,1.0,0.54849,1.0,0.99186,2.5,30.0,0.16667,0.2,0.2,0.21434,2.01849,Type-dependent dropping,time pressure,9,3,,20.0
1333,5.0,0.005,0.02,1.0,0.8,1.0,0.3,2.5,30.0,0.2,0.3,0.2,0.2,2.10443,Type-dependent dropping,time pressure,9,4,,20.0
1334,10.0,0.0035888,0.030377,1.0277,0.79152,0.50996,0.30612,3.3498,15.075,0.20377,0.20377,0.20271,0.19623,2.6710900000000004,Type-dependent dropping,time pressure,9,5,,20.0
1335,2.9161,0.01,0.01,0.51742,0.8,1.0,0.0,7.0,20.0,0.2,0.16667,0.2,0.2,2.6609299999999996,Type-dependent dropping,time pressure,10,1,,5.0
1336,4.7278,0.005,0.03,0.5,0.8,0.99999,0.66667,3.3333,20.0,0.3,0.2,0.26095,0.16667,2.22086,Type-dependent dropping,time pressure,10,2,,5.0
1337,2.8389,0.004728,0.019146,1.0,0.576,0.77564,0.52395,5.0,15.0,0.2,0.22451,0.2,0.2,2.27766,Type-dependent dropping,time pressure,10,3,,5.0
1338,4.3583,0.001,0.07,0.33403,0.35,1.5,0.625,3.375,11.0,0.0704,0.4,0.0,0.4,1.68828,Type-dependent dropping,time pressure,10,4,,5.0
1339,3.0006,0.010006,0.024441,0.829,0.71635,1.0003,0.29979,3.9283,20.003,0.19989,0.19987,0.19987,0.20013,2.1461099999999993,Type-dependent dropping,time pressure,10,5,,5.0
1340,2.8049,0.0050761,0.01981,0.84377,0.59463,0.80884,0.30618,2.4828,15.079,0.2038,0.25491,0.19607,0.2027,2.56961,Type-dependent dropping,time pressure,10,1,,10.0
1341,3.0,0.013542,0.02,0.66355,0.4,0.8,1.0,3.2156,15.0,0.2,0.2,0.2,0.2,2.3868,Type-dependent dropping,time pressure,10,2,,10.0
1342,2.7299,0.007507,0.02277,0.87881,0.43853,0.8615,0.39002,2.2576,13.516,0.38199,0.1446,0.27325,0.2554,2.21449,Type-dependent dropping,time pressure,10,3,,10.0
1343,3.3079,0.0072853,0.01,0.61711,0.54021,0.90863,0.54229,2.8766,16.08,0.22998,0.20863,0.22678,0.22229,2.3664099999999997,Type-dependent dropping,time pressure,10,4,,10.0
1344,1.87,0.025011,0.015553,0.9909,0.7998,0.97285,0.29985,2.4996,16.099,0.49406,0.19991,0.16659,0.19991,1.9052099999999998,Type-dependent dropping,time pressure,10,5,,10.0
1345,2.55,0.01,0.03,0.65439,0.62719,0.82963,0.22917,4.4444,15.0,0.17347,0.2,0.2,0.18782,2.11508,Type-dependent dropping,time pressure,10,1,,20.0
1346,5.3602,0.01,0.02,1.0,0.59834,0.8,0.1854,5.5187,15.0,0.2,0.2,0.2,0.2,2.32661,Type-dependent dropping,time pressure,10,2,,20.0
1347,2.975,0.004,0.10324,1.0,0.54487,0.91316,0.3,5.7832,13.333,0.4052,0.2,0.22945,0.20144,1.8724699999999999,Type-dependent dropping,time pressure,10,3,,20.0
1348,5.0,0.008,0.02,1.0253,0.53335,0.92267,0.4074,5.3703,15.0,0.32009,0.15556,0.20001,0.19999,2.02985,Type-dependent dropping,time pressure,10,4,,20.0
1349,3.5,0.010559,0.01,1.0,0.27072,0.8,0.3,5.0,20.0,0.2,0.2,0.2,0.3,2.24871,Type-dependent dropping,time pressure,10,5,,20.0
1350,8.4392,0.001,0.018152,0.95713,0.66954,0.8,0.72819,2.6286,15.0,0.24505,0.0,0.2,0.3037,2.14096,Type-dependent dropping,time pressure,11,1,,5.0
1351,4.1833,0.001,0.023333,0.79136,0.52174,0.88969,0.6,2.5,33.333,0.3,0.28333,0.2,0.2,1.47926,Type-dependent dropping,time pressure,11,2,,5.0
1352,2.9836,0.001,0.019832,0.442,0.67769,-0.075177,0.4503,4.6478,29.933,0.27114,0.084729,0.10168,0.29497,2.35161,Type-dependent dropping,time pressure,11,3,,5.0
1353,10.0,0.001,0.01,1.0,0.8,1.0,3.6,2.5,15.0,0.2,0.2,0.2,0.2,1.46802,Type-dependent dropping,time pressure,11,4,,5.0
1354,7.1038,0.0040479,0.019475,1.023,0.82364,0.58424,1.341,4.0102,14.79,0.21051,0.21051,0.25257,0.1852,1.99999,Type-dependent dropping,time pressure,11,5,,5.0
1355,5.5793,0.001,0.029674,1.0071,0.80734,0.023946,0.32803,3.351,30.065,0.16939,0.26232,0.20167,0.16939,1.7490999999999999,Type-dependent dropping,time pressure,11,1,,10.0
1356,5.2327,0.007821,0.015,0.7498,0.8,1.0,1.0,5.2509,30.0,0.66173,0.1,0.2,0.2,1.4820800000000003,Type-dependent dropping,time pressure,11,2,,10.0
1357,5.0,0.001,0.017907,1.0004,0.88889,0.57744,0.3,2.5,15.0,0.2,0.2,0.2,0.2,1.87056,Type-dependent dropping,time pressure,11,3,,10.0
1358,3.5106,0.0021955,0.018668,0.50272,0.7475,0.99457,0.64647,3.4878,10.03,0.19783,0.20217,0.19783,0.098912,2.1806200000000002,Type-dependent dropping,time pressure,11,4,,10.0
1359,3.55,0.001,0.02,1.0556,0.69235,0.54824,0.5,2.4897,15.0,0.21191,0.16667,0.2,0.2,1.77759,Type-dependent dropping,time pressure,11,5,,10.0
1360,7.0,0.004,0.01,1.0,0.8,0.70128,1.6016,5.0,15.0,0.0,0.2,0.20015,0.16667,1.70719,Type-dependent dropping,time pressure,11,1,,20.0
1361,3.0,0.001,0.019815,0.58203,0.50993,0.92161,0.6761,2.5297,13.333,0.19587,0.2135,0.2,0.2,1.7582,Type-dependent dropping,time pressure,11,2,,20.0
1362,6.7085,0.0033631,0.018063,0.96579,0.61336,0.59225,2.0042,5.0034,23.048,0.2,0.044444,0.24444,0.2,1.8081799999999997,Type-dependent dropping,time pressure,11,3,,20.0
1363,8.9483,0.010167,0.022257,0.25,0.59599,1.0093,1.8653,4.0488,26.765,0.2037,0.2037,0.1963,0.13213,1.3992599999999997,Type-dependent dropping,time pressure,11,4,,20.0
1364,2.8389,0.005,0.03,0.93341,0.56716,1.0,1.2424,3.2093,10.0,0.4,0.0,0.1,0.2,1.33951,Type-dependent dropping,time pressure,11,5,,20.0
1365,7.0,0.02,0.029994,1.1667,0.8,0.71948,0.4,2.5,-135.0,0.4,0.2,0.22766,0.16554,2.49894,Type-dependent dropping,time pressure,12,1,,5.0
1366,4.8111,0.01,0.021233,1.0,0.32767,0.58205,0.6,2.7778,20.0,0.24842,0.2,0.2,0.2,2.87456,Type-dependent dropping,time pressure,12,2,,5.0
1367,7.4837,0.012052,0.20187,2.1193,0.68395,0.5117,0.36667,2.5,-15.582,0.27742,0.18889,0.21224,0.2,2.6129500000000005,Type-dependent dropping,time pressure,12,3,,5.0
1368,5.0,0.0099999,0.14291,1.0,0.8,0.8,0.5,3.3334,15.0,0.2,0.2,0.2,0.2,2.82597,Type-dependent dropping,time pressure,12,4,,5.0
1369,8.5261,0.017954,0.03,1.0,0.54085,0.87208,0.4,3.3333,-46.666,0.26899,0.2,0.3,0.2,2.5725200000000004,Type-dependent dropping,time pressure,12,5,,5.0
