,pruning threshold,stopping probability,feature drop rate,lapse rate,opponent scaling constant,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
176,1.2911,0.001,0.11763,0.03257,4.0,1.0269,0.88003,1.0308,0.70852,2.4461,15.246,1.28548,Opponent scaling,human-vs-human,36,2,,
177,2.4855,0.0052,0.285,0.01,1.9781,0.94512,1.2751,1.025,0.31625,2.4563,15.2,1.85616,Opponent scaling,human-vs-human,36,3,,
178,2.9518,0.0047327,0.1,0.02,1.2331,0.83538,0.8,1.0,0.4,2.5,20.0,1.69074,Opponent scaling,human-vs-human,36,4,,
179,5.2626,0.001,0.2,0.02,2.0,1.0,0.8,1.0,0.3,2.5,15.0,1.81936,Opponent scaling,human-vs-human,36,5,,
180,3.0,0.02,0.094444,0.021897,1.1473,1.0,-0.38862,0.8,0.21667,2.5,20.0,2.80073,Opponent scaling,human-vs-human,37,1,,
181,4.6667,0.013845,0.2572,0.016667,1.3333,1.0,-0.45246,1.0,0.3,3.5542,15.0,2.18912,Opponent scaling,human-vs-human,37,2,,
182,7.8459,0.0081789,0.45344,0.019444,1.1633,1.2716,0.021854,1.0177,0.3,4.6667,18.333,1.82935,Opponent scaling,human-vs-human,37,3,,
183,5.0,0.02,0.2869,0.02,1.1666,1.0,0.27959,1.0037,0.4,3.5,15.0,2.16854,Opponent scaling,human-vs-human,37,4,,
184,3.0,0.02,0.2,0.02,4.0,0.96897,0.4,1.5,0.3,7.5549,20.0,2.37933,Opponent scaling,human-vs-human,37,5,,
185,3.2728,0.019998,0.20002,0.018016,1.0751,1.0,0.20466,-0.31586,1.35,3.3334,20.0,1.91437,Opponent scaling,human-vs-human,38,1,,
186,5.0,0.02,0.212,0.023333,1.0,1.1138,0.26643,0.99999,1.0,2.5896,15.0,2.28776,Opponent scaling,human-vs-human,38,2,,
187,3.3723,0.019896,0.19863,0.011118,0.96725,0.69196,0.10301,0.29771,0.68593,2.506,14.04,2.77109,Opponent scaling,human-vs-human,38,3,,
188,5.1068,0.016833,0.2,0.02,1.0994,0.979,-0.53756,-0.13603,0.99999,3.6179,15.0,2.59872,Opponent scaling,human-vs-human,38,4,,
189,4.3644,0.018944,0.29327,0.01,1.1289,1.0,0.53333,-0.82445,0.56141,3.5,10.0,1.95295,Opponent scaling,human-vs-human,38,5,,
190,4.6787,0.01,0.3333,0.02,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.29853,Opponent scaling,human-vs-human,39,1,,
191,5.2344,0.005,0.18689,0.01,1.3106,1.0,0.8,1.0,0.3,2.5,20.0,1.77817,Opponent scaling,human-vs-human,39,2,,
192,7.0,0.005,0.3,0.03,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.17863,Opponent scaling,human-vs-human,39,3,,
193,3.3666,0.0075183,0.19205,0.022963,0.94707,0.54304,0.78561,1.6069,0.97059,2.5,13.519,2.21741,Opponent scaling,human-vs-human,39,4,,
194,1.0167,0.01,0.1,0.012232,1.0,0.5,0.5324,0.9411,1.4998,2.5,20.0,1.72339,Opponent scaling,human-vs-human,39,5,,
195,4.1496,0.0082275,0.1,0.03,1.0,0.85312,0.60685,1.0,0.22425,2.5,30.0,1.85847,Opponent scaling,human-vs-human,40,1,,
196,5.0,0.01,0.2,0.01,1.0,1.0,0.8,1.1713,0.3,2.5,15.0,1.86847,Opponent scaling,human-vs-human,40,2,,
197,2.853,0.01,0.07648,0.0125,0.90537,0.99284,0.4,1.2971,0.1595,2.5755,30.0,2.42201,Opponent scaling,human-vs-human,40,3,,
198,4.0966,0.56204,0.0,0.021111,1.1897,0.6401,0.62611,1.1111,0.29658,2.5926,20.72,2.18498,Opponent scaling,human-vs-human,40,4,,
199,5.0,0.01,0.2,0.02,1.0,1.0,0.4,1.2049,0.3,2.5,15.0,1.4865,Opponent scaling,human-vs-human,40,5,,
200,1.8786,0.001,0.10185,0.01,1.0043,0.99525,0.92177,0.97731,0.24121,3.5295,20.066,1.5228599999999999,Opponent scaling,generalization,1,1,,
201,2.8389,0.0038542,0.21721,0.01,0.93257,1.0,1.066,1.0,0.4,3.5,15.0,1.26657,Opponent scaling,generalization,1,2,,
202,3.5097,0.001,0.19992,0.01,0.9986,0.8679,0.98086,0.99159,0.28552,3.4811,12.798,1.7103099999999998,Opponent scaling,generalization,1,3,,
203,4.8006,0.001,0.23955,0.023779,0.83012,0.93109,0.97768,1.0989,0.23573,4.827,20.791,1.85049,Opponent scaling,generalization,1,4,,
204,3.0,0.001,0.2,0.01,0.96278,0.81377,1.0,1.0191,0.5,3.5975,15.0,1.59632,Opponent scaling,generalization,1,5,,
205,8.2597,0.001,0.068072,0.024987,1.3494,0.78245,1.4251,0.97576,0.4602,2.0687,10.465,1.17795,Opponent scaling,generalization,2,1,,
206,10.0,0.0012498,0.083334,0.02,0.95645,1.0,2.0,1.7014,1.0,3.5,15.0,1.7305700000000002,Opponent scaling,generalization,2,2,,
207,2.8364,0.001,0.13075,0.019638,1.047,0.97405,1.4269,0.98084,0.42227,2.6655,15.001,1.11016,Opponent scaling,generalization,2,3,,
208,7.0,0.001,0.2,0.01,1.0,1.0,1.4201,1.0,0.3,2.5,15.0,1.32575,Opponent scaling,generalization,2,4,,
209,2.9997,0.001,0.0,0.020341,1.5557,1.0187,1.0665,1.0002,0.30011,2.5003,15.001,1.2758700000000003,Opponent scaling,generalization,2,5,,
210,10.0,0.0068691,0.4,0.026667,2.0,1.0,0.15366,0.8,-0.030664,3.6667,15.0,1.9761099999999998,Opponent scaling,generalization,3,1,,
211,7.2211,0.0062222,0.32039,0.018978,1.3333,0.57097,0.1714,0.5981,0.3,7.0,16.667,2.25203,Opponent scaling,generalization,3,2,,
212,0.1,0.36075,0.0,0.030248,1.9663,0.71725,0.57829,0.47796,0.40139,3.058,12.015,2.1604,Opponent scaling,generalization,3,3,,
213,3.0386,0.010404,0.19134,0.017231,2.342,0.34706,0.4157,0.98019,0.1531,3.2812,14.842,2.50016,Opponent scaling,generalization,3,4,,
214,8.9779,0.0030814,0.35223,0.04899,1.2729,0.54246,0.09319,0.52697,0.48511,5.2514,12.505,2.13079,Opponent scaling,generalization,3,5,,
215,10.0,0.014913,0.19977,0.020065,1.4089,0.71524,0.84608,0.99678,0.29791,2.0667,-585.03,2.4824499999999996,Opponent scaling,generalization,4,1,,
216,3.0,0.02,0.54281,0.01,1.1667,1.0,0.8,0.8,0.3,2.5,-107.14,2.4074600000000004,Opponent scaling,generalization,4,2,,
217,10.0,0.0095678,0.30201,0.021774,0.98564,1.0819,0.76639,0.89081,-0.045042,2.7358,-174.02,2.67794,Opponent scaling,generalization,4,3,,
218,2.9405,0.026527,0.3018,0.01,0.98573,0.74167,0.8684,1.0028,0.53544,2.2368,-35.054,2.6613800000000003,Opponent scaling,generalization,4,4,,
219,3.0,0.02,0.4,0.02,0.9645,1.0,0.8,1.0,0.6,2.5,-58.337,2.5847100000000003,Opponent scaling,generalization,4,5,,
220,0.1,0.008508,0.19992,0.01,1.5892,0.53918,0.53383,1.1701,0.40995,3.3346,20.004,2.6883500000000002,Opponent scaling,generalization,5,1,,
221,2.064,0.02,0.46045,0.026667,1.4313,1.0377,0.66848,1.0,0.031331,5.0,15.0,2.31139,Opponent scaling,generalization,5,2,,
222,3.3083,0.014062,0.36492,0.02,1.73,1.0,0.8,1.0,0.12908,2.5,15.0,2.6063599999999996,Opponent scaling,generalization,5,3,,
223,8.637,0.015827,0.23897,0.0193,1.232,1.0852,0.75507,1.0243,0.23668,5.1705,57.827,2.1682499999999996,Opponent scaling,generalization,5,4,,
224,4.7218,0.013497,0.47884,0.020934,1.0328,1.1667,0.62182,1.3806,0.0,4.6914,15.0,2.41331,Opponent scaling,generalization,5,5,,
225,3.0,0.001,0.2,0.01,1.0,1.0,0.8,1.0,0.3,2.8653,15.0,1.70147,Opponent scaling,generalization,6,1,,
226,4.5431,0.001,0.17374,0.015656,1.0574,0.90215,0.85909,0.93435,0.64267,3.2185,11.821,1.6709000000000003,Opponent scaling,generalization,6,2,,
227,4.9081,0.0042052,0.10003,0.020009,0.99963,1.0004,0.80038,0.99957,0.60028,2.4993,15.003,1.8747300000000002,Opponent scaling,generalization,6,3,,
228,5.275,0.001,0.2,0.020821,1.0,1.0,0.8,0.85787,0.3,2.5,7.3932,1.45962,Opponent scaling,generalization,6,4,,
229,5.0,0.001,0.2,0.01,1.0,1.0,0.8,1.0,0.3,2.5,15.0,1.5750899999999999,Opponent scaling,generalization,6,5,,
230,5.0043,0.001,0.19971,0.01,0.99872,0.52391,0.62922,0.57469,0.29905,3.2494,15.012,2.2061,Opponent scaling,generalization,7,1,,
231,7.0,0.005,0.1,0.021825,1.1358,0.5,1.0,1.0,0.4,2.5,20.0,2.0485100000000003,Opponent scaling,generalization,7,2,,
232,8.267,0.0069167,0.17732,0.01,1.2524,0.62421,0.79992,0.72278,0.23861,2.4998,14.999,1.8104399999999998,Opponent scaling,generalization,7,3,,
233,7.0021,0.0026677,0.29968,0.020011,0.99953,0.694,0.79952,0.92313,0.5004,2.5009,14.996,1.6840600000000001,Opponent scaling,generalization,7,4,,
234,4.448,0.0080802,0.062574,0.019128,1.1637,0.59357,0.91768,0.56064,0.52163,3.079,13.503,1.79421,Opponent scaling,generalization,7,5,,
235,6.1273,0.0046152,0.11306,0.071229,2.7125,1.0069,0.6381,0.78126,0.22374,5.2053,20.046,2.1479399999999997,Opponent scaling,generalization,8,1,,
236,7.387,0.001,0.2,0.019774,2.9151,1.0,0.78939,0.88815,0.014019,3.3148,15.0,1.9190200000000002,Opponent scaling,generalization,8,2,,
237,6.3343,0.008144,0.35196,0.023884,1.9916,1.9179,0.68663,0.39817,0.13796,2.6045,12.39,1.7376,Opponent scaling,generalization,8,3,,
238,4.9939,0.009963,0.19323,0.029952,1.9982,0.8621,0.80185,1.0021,0.29866,5.0036,14.984,1.6324099999999997,Opponent scaling,generalization,8,4,,
239,3.2098,0.0014875,0.31041,0.015054,4.0,0.94419,0.44438,0.29621,0.48387,5.2428,21.12,1.5474700000000001,Opponent scaling,generalization,8,5,,
240,2.5167,0.01,0.18889,0.023333,2.0,0.80172,0.4,0.94848,0.3,4.6667,36.667,1.9370600000000002,Opponent scaling,generalization,9,1,,
241,4.1833,0.005,0.3,0.02,1.0,0.25,0.21134,1.0,0.3,2.5,15.0,1.92924,Opponent scaling,generalization,9,2,,
242,8.5692,0.0030705,0.34099,0.016374,1.2414,0.7401,0.27288,1.0078,0.21202,3.1168,32.207,2.05959,Opponent scaling,generalization,9,3,,
243,2.2109,0.001,0.2,0.03,2.3541,1.1156,0.05689,1.1642,0.625,2.5895,11.763,2.04686,Opponent scaling,generalization,9,4,,
244,2.4412,0.0051071,0.099999,0.010278,1.0077,0.5,0.4,0.73585,0.25762,5.0431,15.0,1.9864600000000003,Opponent scaling,generalization,9,5,,
245,7.1091,0.0051,0.22887,0.01975,1.1842,0.25,0.96144,1.0125,0.4253,3.3604,20.131,2.26802,Opponent scaling,generalization,10,1,,
246,6.3222,0.001,0.20067,0.022243,1.2024,0.86203,0.80667,0.8568,0.20692,2.7506,13.854,2.10895,Opponent scaling,generalization,10,2,,
247,9.4244,0.001,0.088496,0.022571,1.0823,0.25,0.80004,0.90094,0.19248,2.5024,15.002,1.6820700000000002,Opponent scaling,generalization,10,3,,
248,2.5167,0.001,0.27888,0.02,1.1689,1.0,0.56345,1.0,0.3,4.6666,20.0,2.07146,Opponent scaling,generalization,10,4,,
249,2.8389,0.005,0.19173,0.02,1.1178,1.0,0.8,0.72144,0.3,5.0,30.0,1.78582,Opponent scaling,generalization,10,5,,
250,0.1,0.01,0.2,0.017007,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.1108000000000002,Opponent scaling,generalization,11,1,,
251,0.1,0.016049,0.2479,0.017778,1.0,1.0072,0.8,1.0617,0.33333,2.9074,15.0,1.6982700000000002,Opponent scaling,generalization,11,2,,
252,4.4085,0.53652,0.18997,0.019903,1.0042,1.3563,1.0622,0.99509,0.30214,3.4178,14.961,1.9098200000000003,Opponent scaling,generalization,11,3,,
253,1.3634,0.01,0.3,0.02,1.0,2.0,1.0,1.0,0.3,2.5,15.0,2.2861299999999996,Opponent scaling,generalization,11,4,,
254,0.1,0.011675,0.2,0.014996,1.0003,0.99966,0.79965,0.78888,0.16777,2.4993,14.997,1.88326,Opponent scaling,generalization,11,5,,
255,3.0963,0.0099999,0.28296,0.021179,1.1463,0.875,0.68221,0.95497,0.3,7.0,44.656,2.1731000000000003,Opponent scaling,generalization,12,1,,
256,8.0,0.003,0.26667,0.015,1.0,0.54953,0.4,1.0,0.4,4.0,15.0,1.8809800000000003,Opponent scaling,generalization,12,2,,
257,3.2903,0.0054628,0.27067,0.037195,1.1194,1.0098,0.72129,0.89489,0.28684,4.2474,16.003,2.0241300000000004,Opponent scaling,generalization,12,3,,
258,4.5885,0.0041111,0.2797,0.023333,1.1418,0.50695,0.43434,0.99999,0.3,3.5,14.444,2.0261299999999998,Opponent scaling,generalization,12,4,,
259,3.0344,0.001998,0.19869,0.021456,1.1938,0.78872,0.52766,0.89651,0.29174,4.0318,16.419,2.11761,Opponent scaling,generalization,12,5,,
260,6.5198,0.0042222,0.16667,0.033969,2.0985,0.25,0.88889,0.95788,0.3,3.0556,17.037,1.48006,Opponent scaling,generalization,13,1,,
261,7.3674,0.001,0.2,0.02,2.0,0.35375,0.8,1.3333,0.3,2.5,15.0,2.00085,Opponent scaling,generalization,13,2,,
262,10.0,0.0030276,0.16455,0.012534,0.78427,0.37672,1.0219,0.75345,0.46026,3.9302,9.4749,1.93397,Opponent scaling,generalization,13,3,,
263,1.55,0.001,0.064101,0.022743,2.0,0.5,0.8,0.8,0.3,2.5,10.0,2.0410399999999997,Opponent scaling,generalization,13,4,,
264,4.1833,0.001,0.4,0.020493,1.0,1.0,0.8,0.8,0.4,3.5,15.0,1.7015799999999999,Opponent scaling,generalization,13,5,,
265,3.5115,0.012011,0.19952,0.02,0.875,0.45833,0.6103,1.0,0.3,3.3333,15.0,2.4896,Opponent scaling,generalization,14,1,,
266,0.1,0.0039758,0.18516,0.019084,1.3814,0.86356,0.28661,0.95382,0.43002,5.1419,15.369,1.7463000000000002,Opponent scaling,generalization,14,2,,
267,1.7992,0.013304,0.28712,0.017242,0.93904,0.5003,0.74888,0.97061,-0.097335,5.6995,17.553,2.09527,Opponent scaling,generalization,14,3,,
268,3.7625,0.01345,0.30021,0.030014,1.0003,1.0003,0.6374,1.0003,0.30022,7.683,19.998,1.80549,Opponent scaling,generalization,14,4,,
269,0.1,0.088608,0.20006,0.015151,0.99515,0.50263,0.40389,1.0368,0.30361,4.9981,14.97,1.93872,Opponent scaling,generalization,14,5,,
270,6.8317,0.0035803,0.30001,0.018333,1.4759,1.3649,0.71483,1.0,0.29999,3.7037,15.0,2.1309200000000006,Opponent scaling,generalization,15,1,,
271,2.9583,0.0080735,0.3,0.032506,1.1609,0.95833,0.59033,1.0,0.3,2.5,15.0,1.9723700000000002,Opponent scaling,generalization,15,2,,
272,9.5714,0.0063281,0.1404,0.01,2.3213,0.97633,0.80968,0.94087,0.23235,2.6247,14.995,2.06027,Opponent scaling,generalization,15,3,,
273,4.9419,0.001,0.22004,0.045,2.0729,0.91596,0.96389,1.0278,0.35417,3.2699,40.875,2.4251499999999995,Opponent scaling,generalization,15,4,,
274,10.0,0.001,0.2,0.02,2.3286,1.0736,0.52491,0.99999,0.3,2.5,10.0,1.79908,Opponent scaling,generalization,15,5,,
275,6.5406,0.001,0.30747,0.020671,1.0,1.0001,0.79999,0.72582,0.39996,3.6479,29.999,1.80174,Opponent scaling,generalization,16,1,,
276,6.1215,0.001,0.2,0.022095,0.875,0.81716,0.8,0.88591,0.4,3.3333,26.667,1.5648100000000003,Opponent scaling,generalization,16,2,,
277,7.0,0.0074323,0.2,0.02,1.1343,0.5166,0.79984,0.86447,0.8,4.9667,15.0,1.7814,Opponent scaling,generalization,16,3,,
278,5.0002,0.001,0.25162,0.020002,1.0001,0.99993,1.0667,1.111,0.40005,3.6923,15.001,2.11974,Opponent scaling,generalization,16,4,,
279,3.3395,0.0036072,0.2384,0.014379,1.2802,0.87625,0.7322,0.62156,0.5109,2.7206,16.393,1.95275,Opponent scaling,generalization,16,5,,
280,0.40612,0.0090156,0.27642,0.017038,1.1481,0.50926,0.67881,1.0,0.47407,4.4435,30.0,1.60474,Opponent scaling,generalization,17,1,,
281,10.0,0.001,0.47145,0.02,2.0,1.0,0.63088,1.0,0.37737,3.5,8.8134,2.2462,Opponent scaling,generalization,17,2,,
282,2.484,0.001,0.22171,0.01,1.2315,0.25,0.38873,1.0594,0.2662,3.735,12.883,2.00755,Opponent scaling,generalization,17,3,,
283,6.0447,0.0023333,0.21244,0.02258,2.3034,0.41984,0.51568,0.56808,0.69052,4.0842,13.933,2.0566799999999996,Opponent scaling,generalization,17,4,,
284,3.3321,0.01,0.18889,0.01,2.0,0.8751,0.8,0.61871,0.6,4.8611,15.0,1.7965900000000001,Opponent scaling,generalization,17,5,,
285,5.3836,0.0024855,0.20275,0.01852,2.0,0.94908,0.73376,1.1742,0.32223,3.3845,15.0,1.5063700000000002,Opponent scaling,generalization,18,1,,
286,7.0,0.0047778,0.1,0.01735,1.0,1.0,0.8,1.0,0.3,3.3333,20.0,1.74906,Opponent scaling,generalization,18,2,,
287,3.0,0.005,0.2,0.02,1.4198,1.0,0.4,1.0,0.3,2.5,15.0,1.54124,Opponent scaling,generalization,18,3,,
288,2.5125,0.0069341,0.1,0.025,2.5717,1.3385,0.575,1.25,0.4625,4.5625,17.0,2.01671,Opponent scaling,generalization,18,4,,
289,8.0,0.0029998,0.083327,0.02,1.0,1.0708,0.42122,0.93337,0.24404,2.598,15.0,1.8528399999999998,Opponent scaling,generalization,18,5,,
290,4.308,0.001,0.18309,0.020306,0.96301,0.96301,1.0286,-0.26851,0.26087,2.426,20.338,2.50785,Opponent scaling,generalization,19,1,,
291,3.5,0.001,0.3,0.01,4.0,0.5,0.8,1.0,0.6,2.5,15.0,2.00561,Opponent scaling,generalization,19,2,,
292,3.525,0.001,0.54353,0.01,2.4375,1.4375,1.1502,0.5,-0.015198,3.375,19.0,1.9813800000000001,Opponent scaling,generalization,19,3,,
293,3.0,0.01,0.24706,0.01,1.4594,1.0,1.0667,0.56452,0.5,3.5,20.0,1.7714100000000002,Opponent scaling,generalization,19,4,,
294,4.0979,0.005,0.25,0.03,2.6676,0.25,0.80001,0.86474,0.11171,3.3333,15.0,1.93888,Opponent scaling,generalization,19,5,,
295,3.1179,0.0026432,0.34028,0.028455,1.5508,0.93153,0.76975,0.77472,0.30011,4.0762,20.741,2.00203,Opponent scaling,generalization,20,1,,
296,3.0097,0.0099101,0.20089,0.020048,1.129,1.0044,0.80136,0.995,0.60325,5.0087,92.598,1.7555500000000002,Opponent scaling,generalization,20,2,,
297,6.3401,0.001,0.18819,0.019283,1.1635,1.0,0.8,0.81777,0.66666,4.9707,26.667,1.88794,Opponent scaling,generalization,20,3,,
298,2.7747,0.001,0.2,0.02,1.3778,0.98085,0.77133,0.94449,0.30292,3.5,12.222,1.7303000000000002,Opponent scaling,generalization,20,4,,
299,6.2707,0.001,0.27263,0.02,1.14,0.97172,0.64271,0.81245,0.6,3.6579,15.0,1.6735699999999998,Opponent scaling,generalization,20,5,,
300,5.275,0.0038273,0.2,0.022267,2.0,1.0,0.70559,0.8,1.2961,2.5,20.0,2.55104,Opponent scaling,generalization,21,1,,
301,5.275,0.01,0.2,0.02,1.1238,0.97361,0.8,1.0,1.4354,2.5,15.0,2.19814,Opponent scaling,generalization,21,2,,
302,7.8426,0.0068655,0.30464,0.020003,0.99098,0.48864,0.62673,1.3526,1.4328,2.7769,14.996,1.7336500000000001,Opponent scaling,generalization,21,3,,
303,7.4623,0.01,0.2,0.02,1.0,1.0,0.8,0.70077,0.3,2.5,15.0,1.8912599999999997,Opponent scaling,generalization,21,4,,
304,7.3654,0.010235,0.4,0.020057,1.0023,0.97389,0.4,1.1105,0.51846,3.5802,40.0,2.09376,Opponent scaling,generalization,21,5,,
305,3.9196,0.001,0.0,0.027324,0.5715,0.25,0.37205,0.51497,-0.020165,3.1409,12.426,1.70987,Opponent scaling,generalization,22,1,,
306,10.0,0.0049707,0.22022,0.030646,0.89554,0.54201,0.81811,0.73343,0.41292,7.2558,15.955,1.98297,Opponent scaling,generalization,22,2,,
307,6.0,0.001,0.2,0.02,1.0,0.5,0.8,0.46217,0.0,3.1462,10.0,2.13785,Opponent scaling,generalization,22,3,,
308,4.9671,0.0050892,0.20446,0.040669,1.0098,0.50557,0.79728,0.81003,0.40725,3.6835,26.784,1.9929800000000004,Opponent scaling,generalization,22,4,,
309,7.1534,0.001,0.21895,0.020586,0.97631,0.50151,0.80272,0.99698,0.29803,3.5068,14.976,1.73154,Opponent scaling,generalization,22,5,,
310,3.0,0.001,0.05,0.02,1.0463,0.69028,0.8,1.0,0.5,6.6334,15.0,1.61233,Opponent scaling,generalization,23,1,,
311,4.3845,0.001,0.12111,0.02101,0.93538,0.81663,0.98861,1.2096,0.43622,5.3667,16.677,1.8273200000000003,Opponent scaling,generalization,23,2,,
312,2.9327,0.0091515,0.0,0.015212,1.0486,0.48547,0.90488,0.4375,0.27263,4.8335,21.323,1.7505499999999998,Opponent scaling,generalization,23,3,,
313,0.1,0.010007,0.11155,0.015004,0.95569,0.50019,0.80032,1.0003,1.8997,6.9992,40.004,1.6104499999999997,Opponent scaling,generalization,23,4,,
314,5.6267,0.001,0.2,0.02,1.0,1.0,0.8,1.0,0.3,5.0,20.0,1.7200700000000002,Opponent scaling,generalization,23,5,,
315,10.0,0.0029905,0.14929,0.01,1.2198,1.6546,1.0261,0.56857,0.46327,2.8938,12.991,1.94009,Opponent scaling,generalization,24,1,,
316,2.8389,0.010926,0.1587,0.02,2.2882,1.0206,0.8,0.8,-0.22,3.7149,30.0,1.8686700000000003,Opponent scaling,generalization,24,2,,
317,6.1213,0.001,0.098342,0.01,1.0532,1.0863,0.79151,0.80299,0.18314,3.201,19.008,1.5909299999999997,Opponent scaling,generalization,24,3,,
318,7.5,0.005,0.2,0.02,2.0,0.5,0.8,1.0,0.3,7.0,15.0,1.7080899999999997,Opponent scaling,generalization,24,4,,
319,3.4269,0.0067515,0.24633,0.021242,1.316,1.1289,0.60295,0.78106,0.44231,2.8831,10.539,1.3749999999999998,Opponent scaling,generalization,24,5,,
320,3.0,0.01,0.3,0.02,2.0,1.1831,0.66038,1.0,0.4,2.5,15.0,1.85898,Opponent scaling,generalization,25,1,,
321,3.0558,0.00445,0.17759,0.021424,2.0842,0.61787,0.39426,1.0247,0.28088,2.7331,12.963,1.81835,Opponent scaling,generalization,25,2,,
322,9.0,0.002354,0.2,0.016838,1.0,1.0,0.8,1.0,0.3,2.5,15.0,1.9918400000000003,Opponent scaling,generalization,25,3,,
323,2.9458,0.0096769,0.099254,0.019444,1.7114,0.97569,0.825,0.94439,0.31806,3.5625,19.778,1.71844,Opponent scaling,generalization,25,4,,
324,3.0,0.001,0.2,0.01,1.4925,1.0,0.8,1.0,0.3,2.5,15.0,2.08769,Opponent scaling,generalization,25,5,,
325,3.7151,0.001,0.098148,0.019922,1.0581,1.0742,0.67558,1.0067,0.69624,3.6608,15.556,1.6549399999999999,Opponent scaling,generalization,26,1,,
326,7.473,0.001,0.20151,0.025306,1.1291,1.2321,0.56123,0.7347,0.33609,5.4643,22.122,1.8860000000000003,Opponent scaling,generalization,26,2,,
327,5.712,0.001,0.2,0.01,1.0,1.0772,0.40554,0.80001,0.29708,3.5432,15.0,1.6404400000000003,Opponent scaling,generalization,26,3,,
328,5.0,0.0028419,0.2,0.02,1.0,1.0,0.4,1.0,0.3,4.5986,15.0,1.7354600000000002,Opponent scaling,generalization,26,4,,
329,7.0,0.001,0.4,0.019445,1.0,1.3469,0.64254,1.3236,0.17991,4.9406,15.0,1.6860499999999998,Opponent scaling,generalization,26,5,,
330,3.0,0.001,0.19211,0.016524,1.0,0.81318,0.8,1.0,-0.46429,2.2953,15.0,1.7518799999999999,Opponent scaling,generalization,27,1,,
331,2.7553,0.001,0.3,0.02,1.0,1.0,0.8,1.0,0.065835,2.5,15.0,1.7395299999999998,Opponent scaling,generalization,27,2,,
332,3.0,0.001,0.2,0.015,1.0,1.0,0.71248,1.0,0.12439,2.5,13.333,1.7434100000000001,Opponent scaling,generalization,27,3,,
333,3.5,0.001,0.15,0.02,1.1169,1.0,0.8,1.2014,0.3,2.5,15.0,1.90946,Opponent scaling,generalization,27,4,,
334,2.9944,0.001,0.20114,0.019943,1.0226,1.0008,0.79743,1.2361,0.30186,2.495,14.977,1.8878700000000002,Opponent scaling,generalization,27,5,,
335,5.2459,0.001,0.21119,0.028881,1.3885,1.3886,0.39883,0.45178,-0.022208,4.7509,18.552,2.39988,Opponent scaling,generalization,28,1,,
336,2.5316,0.001,0.21014,0.030046,1.0054,0.88982,0.80561,1.0062,0.26209,5.0109,14.95,2.09329,Opponent scaling,generalization,28,2,,
337,6.9266,0.0051215,0.20133,0.02136,0.98579,0.98944,0.86388,1.0278,0.29001,7.0837,16.311,1.8730499999999999,Opponent scaling,generalization,28,3,,
338,1.9964,0.0084734,0.18867,0.01,1.0,1.0,0.8,0.8,0.5,3.8889,11.667,1.9451400000000003,Opponent scaling,generalization,28,4,,
339,3.3,0.003,0.25,0.019846,0.89062,1.0071,0.62181,0.68258,0.31875,4.9479,12.575,1.8606799999999997,Opponent scaling,generalization,28,5,,
340,2.6983,0.001,0.23505,0.020136,1.006,1.0621,0.85728,0.9932,-8.5567e-06,2.5804,20.813,1.6437900000000003,Opponent scaling,generalization,29,1,,
341,3.3315,0.001,0.2,0.01,1.0,0.95554,1.0688,1.0355,0.27704,3.5,30.0,1.8915399999999998,Opponent scaling,generalization,29,2,,
342,2.9823,0.001,0.1,0.02,0.99999,0.95834,1.0,1.0,0.14408,3.3333,15.0,1.6521899999999998,Opponent scaling,generalization,29,3,,
343,2.9878,0.001,0.16466,0.01,1.3828,0.87282,0.83536,0.98323,0.29708,3.6321,15.05,1.44868,Opponent scaling,generalization,29,4,,
344,3.0,0.005,0.2,0.015,1.0,1.0,0.8,1.0,0.3,2.8447,15.0,1.9781300000000002,Opponent scaling,generalization,29,5,,
345,0.19987,0.012496,0.18804,0.019279,1.0313,0.52622,0.37487,0.93238,0.47639,3.8096,15.899,2.20228,Opponent scaling,generalization,30,1,,
346,0.1,0.04,0.2,0.01,2.0,0.99749,0.085501,0.8,0.87689,3.4407,15.0,2.06576,Opponent scaling,generalization,30,2,,
347,5.5278,0.0078683,0.23333,0.023333,1.1243,0.5,0.4,0.51624,0.28065,3.3333,15.0,2.47614,Opponent scaling,generalization,30,3,,
348,2.7677,0.020505,0.2,0.025524,1.0,0.45834,0.3857,0.74864,0.87457,6.4857,15.66,2.07688,Opponent scaling,generalization,30,4,,
349,3.0827,0.001,0.25,0.02,1.0,0.5,0.4,0.49732,0.54224,3.3333,23.333,2.4870600000000005,Opponent scaling,generalization,30,5,,
350,5.0418,0.0097453,0.16953,0.020231,1.051,0.35033,0.78726,1.2841,0.26393,4.4751,14.887,1.8481499999999997,Opponent scaling,generalization,31,1,,
351,5.0,0.0060164,0.19617,0.019789,1.0,0.52778,0.8,1.0,0.3,3.5,18.333,2.05727,Opponent scaling,generalization,31,2,,
352,9.9999,0.001,0.19998,0.019443,1.0948,0.99994,0.68128,0.99994,0.30003,2.4999,12.46,1.8561300000000003,Opponent scaling,generalization,31,3,,
353,7.567,0.01,0.27375,0.02,1.0,0.25,0.8,1.0,0.3,3.3333,9.1669,1.9156599999999997,Opponent scaling,generalization,31,4,,
